row_id,index,series_id,step,event,score
3818,768,1b92be89db4c,2661,onset,39.412704
3819,769,1b92be89db4c,2664,onset,16.453913
3820,770,1b92be89db4c,2667,onset,29.851482
3821,771,1b92be89db4c,2670,onset,51.512188
3822,772,1b92be89db4c,2673,onset,38.169567
3823,773,1b92be89db4c,2676,onset,38.169567
3824,774,1b92be89db4c,2679,onset,38.169567
3825,775,1b92be89db4c,2682,onset,48.58992
3826,776,1b92be89db4c,2685,onset,44.503975
3827,777,1b92be89db4c,2688,onset,46.801468
3828,778,1b92be89db4c,2691,onset,45.196438
3829,779,1b92be89db4c,2694,onset,44.61283
3830,780,1b92be89db4c,2697,onset,20.047169
3831,781,1b92be89db4c,2700,onset,24.313828
3832,782,1b92be89db4c,2703,onset,24.313828
3833,783,1b92be89db4c,2706,onset,12.995506
3834,784,1b92be89db4c,2709,onset,20.828596
3835,785,1b92be89db4c,2712,onset,20.234663
3836,786,1b92be89db4c,2718,onset,38.368164
3837,787,1b92be89db4c,2721,onset,40.542873
3838,788,1b92be89db4c,2724,onset,41.342728
3839,789,1b92be89db4c,2727,onset,41.342728
3840,790,1b92be89db4c,2730,onset,41.342728
3841,791,1b92be89db4c,2733,onset,41.318043
3842,792,1b92be89db4c,2736,onset,37.91402
3843,793,1b92be89db4c,2739,onset,22.127457
3844,794,1b92be89db4c,2742,onset,17.036547
3845,795,1b92be89db4c,2745,onset,15.853466
3846,796,1b92be89db4c,2748,onset,34.170887
3847,797,1b92be89db4c,2751,onset,34.170887
3848,798,1b92be89db4c,2754,onset,24.947302
3849,799,1b92be89db4c,2757,onset,41.193756
3850,800,1b92be89db4c,2760,onset,46.898884
3851,801,1b92be89db4c,2763,onset,4.0116153
3852,802,1b92be89db4c,2766,onset,2.659102
3853,803,1b92be89db4c,2769,onset,1.5489808
3854,804,1b92be89db4c,2775,onset,3.030727
3855,805,1b92be89db4c,4630,onset,2.2579868
3856,806,1b92be89db4c,1854,onset,1.021763
3857,807,1b92be89db4c,2787,onset,13.316159
3858,808,1b92be89db4c,2790,onset,7.086873
3859,809,1b92be89db4c,1862,onset,0.7222279
3860,810,1b92be89db4c,54988,onset,19.137512
3861,811,1b92be89db4c,933,onset,0.7469589
3862,812,1b92be89db4c,2802,onset,7.396066
3863,813,1b92be89db4c,2811,onset,15.042907
3864,814,1b92be89db4c,938,onset,0.31439182
3865,815,1b92be89db4c,2817,onset,13.0738735
3866,816,1b92be89db4c,2820,onset,3.1632314
3867,817,1b92be89db4c,2823,onset,20.767324
3868,818,1b92be89db4c,2826,onset,25.205462
3869,819,1b92be89db4c,2829,onset,3.9779382
3870,820,1b92be89db4c,2841,onset,3.294801
3871,821,1b92be89db4c,2844,onset,9.0773535
3872,822,1b92be89db4c,2853,onset,10.309724
3873,823,1b92be89db4c,2856,onset,15.563141
3874,824,1b92be89db4c,2859,onset,25.405603
3875,825,1b92be89db4c,85860,onset,14.87486
3876,826,1b92be89db4c,4775,onset,6.180529
3877,827,1b92be89db4c,1914,onset,0.43252888
3878,828,1b92be89db4c,1916,onset,1.8683381
3879,829,1b92be89db4c,100695,onset,11.364828
3880,830,1b92be89db4c,1920,onset,0.36758938
3881,831,1b92be89db4c,4805,onset,3.5452232
3882,832,1b92be89db4c,2886,onset,6.3275805
3883,833,1b92be89db4c,4815,onset,5.7209144
3884,834,1b92be89db4c,2892,onset,8.455326
3885,835,1b92be89db4c,2895,onset,11.011523
3886,836,1b92be89db4c,2898,onset,9.105938
3887,837,1b92be89db4c,2901,onset,3.5029604
3888,838,1b92be89db4c,2907,onset,7.8063684
3889,839,1b92be89db4c,30070,onset,12.756312
3890,840,1b92be89db4c,22333,onset,13.890182
3891,841,1b92be89db4c,2916,onset,5.2675567
3892,842,1b92be89db4c,8757,onset,14.153867
3893,843,1b92be89db4c,52650,onset,17.133518
3894,844,1b92be89db4c,2928,onset,7.992602
3895,845,1b92be89db4c,2931,onset,1.9927212
3896,846,1b92be89db4c,2934,onset,4.1139975
3897,847,1b92be89db4c,2937,onset,8.30622
3898,848,1b92be89db4c,2940,onset,7.2544765
3899,849,1b92be89db4c,2952,onset,8.997087
3900,850,1b92be89db4c,2955,onset,10.148272
3901,851,1b92be89db4c,2961,onset,25.022818
3902,852,1b92be89db4c,2967,onset,13.107041
3903,853,1b92be89db4c,2970,onset,6.609099
3904,854,1b92be89db4c,2973,onset,22.760134
3905,855,1b92be89db4c,2979,onset,39.150597
3906,856,1b92be89db4c,2982,onset,5.1113486
3907,857,1b92be89db4c,2985,onset,15.411499
3908,858,1b92be89db4c,2988,onset,40.32043
3909,859,1b92be89db4c,2991,onset,40.320393
3910,860,1b92be89db4c,2994,onset,0.4897132
3911,861,1b92be89db4c,2997,onset,1.4881779
3912,862,1b92be89db4c,3000,onset,1.4604247
3913,863,1b92be89db4c,3003,onset,28.82355
3914,864,1b92be89db4c,3006,onset,30.266396
3915,865,1b92be89db4c,3009,onset,27.61472
3916,866,1b92be89db4c,3012,onset,27.283947
3917,867,1b92be89db4c,3015,onset,37.188557
3918,868,1b92be89db4c,3018,onset,5.6073256
3919,869,1b92be89db4c,3021,onset,5.6073256
3920,870,1b92be89db4c,3024,onset,5.6073036
3921,871,1b92be89db4c,3027,onset,19.919334
3922,872,1b92be89db4c,3030,onset,48.086872
3923,873,1b92be89db4c,3036,onset,9.502851
3924,874,1b92be89db4c,3039,onset,19.186426
3925,875,1b92be89db4c,3042,onset,7.6091394
3926,876,1b92be89db4c,3045,onset,26.21234
3927,877,1b92be89db4c,3048,onset,16.779137
3928,878,1b92be89db4c,3051,onset,21.982014
3929,879,1b92be89db4c,3054,onset,6.9576645
3930,880,1b92be89db4c,3057,onset,12.755295
3931,881,1b92be89db4c,3060,onset,12.755295
3932,882,1b92be89db4c,3063,onset,12.755295
3933,883,1b92be89db4c,3066,onset,12.755295
3934,884,1b92be89db4c,3069,onset,31.491821
3935,885,1b92be89db4c,3072,onset,12.656896
3936,886,1b92be89db4c,3075,onset,4.49364
3937,887,1b92be89db4c,3078,onset,14.444563
3938,888,1b92be89db4c,3081,onset,7.8491817
3939,889,1b92be89db4c,3084,onset,7.734567
3940,890,1b92be89db4c,3087,onset,7.820988
3941,891,1b92be89db4c,3090,onset,66.06327
3942,892,1b92be89db4c,3093,onset,3.4732044
3943,893,1b92be89db4c,3096,onset,6.993366
3944,894,1b92be89db4c,3099,onset,3.821931
3945,895,1b92be89db4c,3102,onset,7.9851103
3946,896,1b92be89db4c,51800,onset,16.819014
3947,897,1b92be89db4c,3114,onset,6.7285166
3948,898,1b92be89db4c,3120,onset,2.4094532
3949,899,1b92be89db4c,3123,onset,1.8418058
3950,900,1b92be89db4c,3126,onset,1.8418058
3951,901,1b92be89db4c,3129,onset,35.03123
3952,902,1b92be89db4c,3132,onset,35.030228
3953,903,1b92be89db4c,3135,onset,26.408554
3954,904,1b92be89db4c,3138,onset,26.408554
3955,905,1b92be89db4c,3141,onset,16.824995
3956,906,1b92be89db4c,3144,onset,31.574951
3957,907,1b92be89db4c,3147,onset,31.648857
3958,908,1b92be89db4c,1051,onset,3.886539
3959,909,1b92be89db4c,3156,onset,12.62242
3960,910,1b92be89db4c,3159,onset,12.62242
3961,911,1b92be89db4c,3162,onset,12.62242
3962,912,1b92be89db4c,3165,onset,12.506994
3963,913,1b92be89db4c,3168,onset,4.3022137
3964,914,1b92be89db4c,3171,onset,9.979434
3965,915,1b92be89db4c,3174,onset,8.355775
3966,916,1b92be89db4c,3177,onset,7.1018395
3967,917,1b92be89db4c,3180,onset,19.019989
3968,918,1b92be89db4c,3183,onset,19.381966
3969,919,1b92be89db4c,3186,onset,33.52195
3970,920,1b92be89db4c,3189,onset,33.02257
3971,921,1b92be89db4c,3192,onset,22.700127
3972,922,1b92be89db4c,3195,onset,16.284754
3973,923,1b92be89db4c,3198,onset,9.8805485
3974,924,1b92be89db4c,3201,onset,9.823746
3975,925,1b92be89db4c,3204,onset,9.823746
3976,926,1b92be89db4c,3207,onset,16.954298
3977,927,1b92be89db4c,3210,onset,34.69736
3978,928,1b92be89db4c,3213,onset,24.602686
3979,929,1b92be89db4c,3216,onset,25.258799
3980,930,1b92be89db4c,3219,onset,25.547428
3981,931,1b92be89db4c,3222,onset,20.617367
3982,932,1b92be89db4c,3228,onset,11.803823
3983,933,1b92be89db4c,5390,onset,2.7326257
3984,934,1b92be89db4c,3237,onset,7.445274
3985,935,1b92be89db4c,3240,onset,11.353622
3986,936,1b92be89db4c,6492,onset,6.224194
3987,937,1b92be89db4c,3249,onset,9.939354
3988,938,1b92be89db4c,3252,onset,17.685858
3989,939,1b92be89db4c,3255,onset,14.641448
3990,940,1b92be89db4c,3258,onset,41.037746
3991,941,1b92be89db4c,3261,onset,56.95554
3992,942,1b92be89db4c,3264,onset,13.282319
3993,943,1b92be89db4c,3267,onset,10.59877
3994,944,1b92be89db4c,3270,onset,7.088016
3995,945,1b92be89db4c,145103,onset,14.89815
3996,946,1b92be89db4c,3276,onset,2.6766403
3997,947,1b92be89db4c,3279,onset,4.088531
3998,948,1b92be89db4c,3282,onset,6.7628846
3999,949,1b92be89db4c,3285,onset,8.329308
4000,950,1b92be89db4c,3288,onset,4.0703254
4001,951,1b92be89db4c,3291,onset,5.819009
4002,952,1b92be89db4c,3294,onset,5.506422
4003,953,1b92be89db4c,3297,onset,12.532828
4004,954,1b92be89db4c,5505,onset,6.805178
4005,955,1b92be89db4c,3306,onset,7.5429597
4006,956,1b92be89db4c,2206,onset,0.45525151
4007,957,1b92be89db4c,3312,onset,10.81822
4008,958,1b92be89db4c,3315,onset,9.21996
4009,959,1b92be89db4c,89586,onset,18.544672
4010,960,1b92be89db4c,7749,onset,23.346043
4011,961,1b92be89db4c,168568,onset,5.504371
4012,962,1b92be89db4c,2220,onset,1.2988217
4013,963,1b92be89db4c,34441,onset,20.068117
4014,964,1b92be89db4c,5560,onset,4.8067226
4015,965,1b92be89db4c,3339,onset,3.74022
4016,966,1b92be89db4c,3342,onset,3.3158207
4017,967,1b92be89db4c,1115,onset,0.9693154
4018,968,1b92be89db4c,3348,onset,8.5457735
4019,969,1b92be89db4c,3351,onset,36.033043
4020,970,1b92be89db4c,3354,onset,14.333391
4021,971,1b92be89db4c,3357,onset,6.9799185
4022,972,1b92be89db4c,3360,onset,34.17801
4023,973,1b92be89db4c,3363,onset,25.760962
4024,974,1b92be89db4c,3366,onset,19.410868
4025,975,1b92be89db4c,3369,onset,18.287498
4026,976,1b92be89db4c,3372,onset,45.66467
4027,977,1b92be89db4c,3375,onset,28.626238
4028,978,1b92be89db4c,3378,onset,43.052586
4029,979,1b92be89db4c,3381,onset,48.065147
4030,980,1b92be89db4c,3384,onset,45.533817
4031,981,1b92be89db4c,3387,onset,45.533756
4032,982,1b92be89db4c,2260,onset,0.21925735
4033,983,1b92be89db4c,3393,onset,1.9120489
4034,984,1b92be89db4c,3396,onset,13.374392
4035,985,1b92be89db4c,3399,onset,14.292207
4036,986,1b92be89db4c,3402,onset,10.749304
4037,987,1b92be89db4c,3405,onset,53.004936
4038,988,1b92be89db4c,3408,onset,4.998735
4039,989,1b92be89db4c,3411,onset,10.787745
4040,990,1b92be89db4c,3414,onset,42.45052
4041,991,1b92be89db4c,10251,onset,11.293841
4042,992,1b92be89db4c,3420,onset,9.957068
4043,993,1b92be89db4c,3423,onset,22.35324
4044,994,1b92be89db4c,3426,onset,3.6270936
4045,995,1b92be89db4c,3429,onset,3.5347164
4046,996,1b92be89db4c,3432,onset,28.753855
4047,997,1b92be89db4c,3435,onset,23.716509
4048,998,1b92be89db4c,3438,onset,7.186105
4049,999,1b92be89db4c,3441,onset,7.186105
4050,1000,1b92be89db4c,3444,onset,7.0709476
4051,1001,1b92be89db4c,3447,onset,42.71111
4052,1002,1b92be89db4c,3450,onset,43.988438
4053,1003,1b92be89db4c,3453,onset,10.202922
4054,1004,1b92be89db4c,3456,onset,44.84631
4055,1005,1b92be89db4c,3462,onset,6.766038
4056,1006,1b92be89db4c,3465,onset,42.149403
4057,1007,1b92be89db4c,3468,onset,17.851414
4058,1008,1b92be89db4c,180804,onset,6.1355352
4059,1009,1b92be89db4c,3480,onset,7.6680975
4060,1010,1b92be89db4c,3483,onset,14.879459
4061,1011,1b92be89db4c,3486,onset,7.6343927
4062,1012,1b92be89db4c,3489,onset,12.142352
4063,1013,1b92be89db4c,3498,onset,5.057921
4064,1014,1b92be89db4c,3501,onset,7.3924613
4065,1015,1b92be89db4c,3504,onset,3.859775
4066,1016,1b92be89db4c,3507,onset,2.5964427
4067,1017,1b92be89db4c,3510,onset,9.67289
4068,1018,1b92be89db4c,3513,onset,13.558958
4069,1019,1b92be89db4c,3516,onset,20.828241
4070,1020,1b92be89db4c,3519,onset,19.576857
4071,1021,1b92be89db4c,3522,onset,20.55243
4072,1022,1b92be89db4c,3528,onset,8.112902
4073,1023,1b92be89db4c,3531,onset,17.945885
4074,1024,1b92be89db4c,3534,onset,28.98661
4075,1025,1b92be89db4c,3537,onset,13.59236
4076,1026,1b92be89db4c,3540,onset,26.328655
4077,1027,1b92be89db4c,3543,onset,16.583662
4078,1028,1b92be89db4c,3546,onset,32.557198
4079,1029,1b92be89db4c,3549,onset,26.071436
4080,1030,1b92be89db4c,3552,onset,10.128007
4081,1031,1b92be89db4c,3555,onset,25.058973
4082,1032,1b92be89db4c,3558,onset,35.97423
4083,1033,1b92be89db4c,3561,onset,46.64075
4084,1034,1b92be89db4c,3564,onset,47.122173
4085,1035,1b92be89db4c,2378,onset,0.31345856
4086,1036,1b92be89db4c,3570,onset,24.918598
4087,1037,1b92be89db4c,3573,onset,14.852681
4088,1038,1b92be89db4c,3576,onset,8.455847
4089,1039,1b92be89db4c,3579,onset,21.661392
4090,1040,1b92be89db4c,3588,onset,7.026568
4091,1041,1b92be89db4c,3591,onset,7.8845716
4092,1042,1b92be89db4c,3594,onset,8.675585
4093,1043,1b92be89db4c,3597,onset,3.4193256
4094,1044,1b92be89db4c,6000,onset,4.6712136
4095,1045,1b92be89db4c,3603,onset,12.737055
4096,1046,1b92be89db4c,3606,onset,4.3096213
4097,1047,1b92be89db4c,3615,onset,14.794405
4098,1048,1b92be89db4c,3618,onset,4.8525777
4099,1049,1b92be89db4c,3621,onset,3.9172707
4100,1050,1b92be89db4c,6040,onset,4.164159
4101,1051,1b92be89db4c,3627,onset,4.1950893
4102,1052,1b92be89db4c,13343,onset,27.87547
4103,1053,1b92be89db4c,3642,onset,12.940876
4104,1054,1b92be89db4c,2432,onset,2.3521402
4105,1055,1b92be89db4c,3651,onset,6.3328433
4106,1056,1b92be89db4c,6090,onset,5.3648124
4107,1057,1b92be89db4c,3657,onset,19.318188
4108,1058,1b92be89db4c,7320,onset,14.377337
4109,1059,1b92be89db4c,3663,onset,8.990223
4110,1060,1b92be89db4c,3666,onset,4.683738
4111,1061,1b92be89db4c,3669,onset,8.478225
4112,1062,1b92be89db4c,182376,onset,14.129079
4113,1063,1b92be89db4c,3675,onset,7.2723346
4114,1064,1b92be89db4c,3684,onset,22.363575
4115,1065,1b92be89db4c,1229,onset,1.585586
4116,1066,1b92be89db4c,1230,onset,0.5927098
4117,1067,1b92be89db4c,129255,onset,12.595698
4118,1068,1b92be89db4c,1233,onset,1.3078157
4119,1069,1b92be89db4c,175228,onset,17.775541
4120,1070,1b92be89db4c,3708,onset,4.4703846
4121,1071,1b92be89db4c,3714,onset,6.7988095
4122,1072,1b92be89db4c,3717,onset,7.4546814
4123,1073,1b92be89db4c,3720,onset,27.113224
4124,1074,1b92be89db4c,3723,onset,23.74735
4125,1075,1b92be89db4c,3726,onset,7.1146884
4126,1076,1b92be89db4c,3729,onset,26.188738
4127,1077,1b92be89db4c,3732,onset,37.979206
4128,1078,1b92be89db4c,3735,onset,37.979206
4129,1079,1b92be89db4c,3738,onset,31.301043
4130,1080,1b92be89db4c,3744,onset,3.6003885
4131,1081,1b92be89db4c,3747,onset,30.931995
4132,1082,1b92be89db4c,3750,onset,14.751172
4133,1083,1b92be89db4c,3753,onset,14.751172
4134,1084,1b92be89db4c,3756,onset,14.751172
4135,1085,1b92be89db4c,3759,onset,12.984442
4136,1086,1b92be89db4c,3762,onset,40.00109
4137,1087,1b92be89db4c,3765,onset,70.20569
4138,1088,1b92be89db4c,3768,onset,24.854012
4139,1089,1b92be89db4c,3771,onset,3.332183
4140,1090,1b92be89db4c,3774,onset,40.95756
4141,1091,1b92be89db4c,3777,onset,38.546635
4142,1092,1b92be89db4c,3780,onset,30.88587
4143,1093,1b92be89db4c,3783,onset,29.942352
4144,1094,1b92be89db4c,3786,onset,28.083553
4145,1095,1b92be89db4c,3792,onset,6.74895
4146,1096,1b92be89db4c,3795,onset,6.665973
4147,1097,1b92be89db4c,3798,onset,22.151466
4148,1098,1b92be89db4c,3801,onset,24.32418
4149,1099,1b92be89db4c,3804,onset,24.408388
4150,1100,1b92be89db4c,3807,onset,4.4402375
4151,1101,1b92be89db4c,3810,onset,18.110086
4152,1102,1b92be89db4c,3813,onset,11.272987
4153,1103,1b92be89db4c,3816,onset,11.272987
4154,1104,1b92be89db4c,3819,onset,25.862612
4155,1105,1b92be89db4c,3822,onset,20.428951
4156,1106,1b92be89db4c,3825,onset,20.428951
4157,1107,1b92be89db4c,3828,onset,20.427443
4158,1108,1b92be89db4c,3831,onset,50.00585
4159,1109,1b92be89db4c,3834,onset,25.725035
4160,1110,1b92be89db4c,3837,onset,43.16345
4161,1111,1b92be89db4c,3840,onset,56.51131
4162,1112,1b92be89db4c,3843,onset,17.786938
4163,1113,1b92be89db4c,3846,onset,22.142832
4164,1114,1b92be89db4c,3849,onset,55.983223
4165,1115,1b92be89db4c,3852,onset,39.621292
4166,1116,1b92be89db4c,3855,onset,4.9192014
4167,1117,1b92be89db4c,3858,onset,3.4309275
4168,1118,1b92be89db4c,3861,onset,5.8167357
4169,1119,1b92be89db4c,3864,onset,4.3876247
4170,1120,1b92be89db4c,3873,onset,4.57118
4171,1121,1b92be89db4c,3876,onset,4.206457
4172,1122,1b92be89db4c,2586,onset,1.9495953
4173,1123,1b92be89db4c,3882,onset,3.7632349
4174,1124,1b92be89db4c,3885,onset,0.8192204
4175,1125,1b92be89db4c,16848,onset,13.68172
4176,1126,1b92be89db4c,3891,onset,5.947337
4177,1127,1b92be89db4c,1298,onset,0.4779434
4178,1128,1b92be89db4c,3897,onset,9.363097
4179,1129,1b92be89db4c,1300,onset,4.0172424
4180,1130,1b92be89db4c,1301,onset,5.7791944
4181,1131,1b92be89db4c,3906,onset,18.632435
4182,1132,1b92be89db4c,3909,onset,10.110297
4183,1133,1b92be89db4c,103016,onset,15.327191
4184,1134,1b92be89db4c,3915,onset,26.316172
4185,1135,1b92be89db4c,3921,onset,24.385382
4186,1136,1b92be89db4c,5232,onset,1.1072909
4187,1137,1b92be89db4c,3927,onset,2.3430963
4188,1138,1b92be89db4c,9170,onset,14.781949
4189,1139,1b92be89db4c,2622,onset,0.39937526
4190,1140,1b92be89db4c,6560,onset,3.3328695
4191,1141,1b92be89db4c,3942,onset,14.729076
4192,1142,1b92be89db4c,3945,onset,6.75965
4193,1143,1b92be89db4c,3948,onset,8.056027
4194,1144,1b92be89db4c,3951,onset,9.897776
4195,1145,1b92be89db4c,209562,onset,9.155048
4196,1146,1b92be89db4c,3957,onset,16.737942
4197,1147,1b92be89db4c,1320,onset,5.3938484
4198,1148,1b92be89db4c,44914,onset,15.762336
4199,1149,1b92be89db4c,3966,onset,4.652243
4200,1150,1b92be89db4c,3969,onset,4.0979395
4201,1151,1b92be89db4c,3972,onset,5.314062
4202,1152,1b92be89db4c,5300,onset,3.233569
4203,1153,1b92be89db4c,1327,onset,0.31065723
4204,1154,1b92be89db4c,3984,onset,6.4982986
4205,1155,1b92be89db4c,3987,onset,4.5124073
4206,1156,1b92be89db4c,3990,onset,5.168909
4207,1157,1b92be89db4c,2664,onset,1.0750512
4208,1158,1b92be89db4c,3999,onset,5.7400002
4209,1159,1b92be89db4c,1334,onset,0.3930621
4210,1160,1b92be89db4c,6675,onset,5.2586827
4211,1161,1b92be89db4c,4008,onset,6.2234664
4212,1162,1b92be89db4c,4011,onset,7.4873767
4213,1163,1b92be89db4c,152532,onset,22.975191
4214,1164,1b92be89db4c,4017,onset,5.443456
4215,1165,1b92be89db4c,4020,onset,5.208014
4216,1166,1b92be89db4c,4023,onset,3.2797754
4217,1167,1b92be89db4c,4026,onset,8.568019
4218,1168,1b92be89db4c,12087,onset,10.31121
4219,1169,1b92be89db4c,6720,onset,5.1660423
4220,1170,1b92be89db4c,4041,onset,4.624762
4221,1171,1b92be89db4c,208940,onset,17.412394
4222,1172,1b92be89db4c,5396,onset,3.8478112
4223,1173,1b92be89db4c,2700,onset,2.6666915
4224,1174,1b92be89db4c,4053,onset,4.3136263
4225,1175,1b92be89db4c,4056,onset,13.53889
4226,1176,1b92be89db4c,4059,onset,16.019032
4227,1177,1b92be89db4c,4062,onset,13.196721
4228,1178,1b92be89db4c,4065,onset,11.681497
4229,1179,1b92be89db4c,139668,onset,27.964767
4230,1180,1b92be89db4c,4071,onset,11.782868
4231,1181,1b92be89db4c,4074,onset,13.1956
4232,1182,1b92be89db4c,4077,onset,13.155512
4233,1183,1b92be89db4c,4080,onset,46.060497
4234,1184,1b92be89db4c,4083,onset,46.060497
4235,1185,1b92be89db4c,4086,onset,44.826817
4236,1186,1b92be89db4c,4089,onset,43.69506
4237,1187,1b92be89db4c,4092,onset,32.467823
4238,1188,1b92be89db4c,4095,onset,32.508003
4239,1189,1b92be89db4c,4098,onset,40.33617
4240,1190,1b92be89db4c,4101,onset,37.822433
4241,1191,1b92be89db4c,4104,onset,44.446358
4242,1192,1b92be89db4c,4107,onset,35.49179
4243,1193,1b92be89db4c,4110,onset,5.56533
4244,1194,1b92be89db4c,4113,onset,45.096924
4245,1195,1b92be89db4c,4116,onset,35.199043
4246,1196,1b92be89db4c,4119,onset,38.153786
4247,1197,1b92be89db4c,4122,onset,53.246574
4248,1198,1b92be89db4c,4125,onset,53.246574
4249,1199,1b92be89db4c,4128,onset,42.88808
4250,1200,1b92be89db4c,4131,onset,44.706814
4251,1201,1b92be89db4c,28938,onset,8.603431
4252,1202,1b92be89db4c,4137,onset,30.062063
4253,1203,1b92be89db4c,4140,onset,19.929672
4254,1204,1b92be89db4c,4143,onset,19.538862
4255,1205,1b92be89db4c,4146,onset,19.538862
4256,1206,1b92be89db4c,4149,onset,13.770064
4257,1207,1b92be89db4c,4152,onset,18.836708
4258,1208,1b92be89db4c,4155,onset,16.540258
4259,1209,1b92be89db4c,4158,onset,31.209505
4260,1210,1b92be89db4c,4161,onset,15.718432
4261,1211,1b92be89db4c,4164,onset,18.27676
4262,1212,1b92be89db4c,4167,onset,29.48146
4263,1213,1b92be89db4c,4170,onset,28.855532
4264,1214,1b92be89db4c,4173,onset,10.31176
4265,1215,1b92be89db4c,4176,onset,23.729338
4266,1216,1b92be89db4c,1394,onset,3.4048657
4267,1217,1b92be89db4c,145080,onset,5.7802253
4268,1218,1b92be89db4c,4188,onset,5.233321
4269,1219,1b92be89db4c,4191,onset,6.842963
4270,1220,1b92be89db4c,4197,onset,6.7247095
4271,1221,1b92be89db4c,4200,onset,2.4785821
4272,1222,1b92be89db4c,158426,onset,21.867064
4273,1223,1b92be89db4c,4209,onset,3.3016841
4274,1224,1b92be89db4c,4218,onset,7.3741827
4275,1225,1b92be89db4c,4221,onset,7.1867228
4276,1226,1b92be89db4c,4224,onset,8.397084
4277,1227,1b92be89db4c,4227,onset,11.341949
4278,1228,1b92be89db4c,4230,onset,10.537082
4279,1229,1b92be89db4c,1411,onset,4.862664
4280,1230,1b92be89db4c,4236,onset,23.506582
4281,1231,1b92be89db4c,4242,onset,10.526925
4282,1232,1b92be89db4c,4245,onset,4.6580777
4283,1233,1b92be89db4c,4254,onset,3.7682686
4284,1234,1b92be89db4c,4257,onset,10.296047
4285,1235,1b92be89db4c,4260,onset,10.180039
4286,1236,1b92be89db4c,221676,onset,9.508118
4287,1237,1b92be89db4c,4266,onset,3.8215163
4288,1238,1b92be89db4c,4269,onset,4.51411
4289,1239,1b92be89db4c,4272,onset,34.49822
4290,1240,1b92be89db4c,4275,onset,19.906551
4291,1241,1b92be89db4c,4278,onset,24.410172
4292,1242,1b92be89db4c,4281,onset,4.921929
4293,1243,1b92be89db4c,4284,onset,5.632602
4294,1244,1b92be89db4c,2862,onset,0.18111062
4295,1245,1b92be89db4c,213368,onset,11.305409
4296,1246,1b92be89db4c,4299,onset,7.727058
4297,1247,1b92be89db4c,4302,onset,17.050343
4298,1248,1b92be89db4c,4305,onset,9.401004
4299,1249,1b92be89db4c,4311,onset,7.6536365
4300,1250,1b92be89db4c,4317,onset,9.339633
4301,1251,1b92be89db4c,1440,onset,3.2093284
4302,1252,1b92be89db4c,4323,onset,1.7040968
4303,1253,1b92be89db4c,4326,onset,6.2290387
4304,1254,1b92be89db4c,1443,onset,3.2147725
4305,1255,1b92be89db4c,4335,onset,7.000043
4306,1256,1b92be89db4c,7235,onset,4.4818406
4307,1257,1b92be89db4c,4347,onset,9.41005
4308,1258,1b92be89db4c,1450,onset,1.546742
4309,1259,1b92be89db4c,44981,onset,21.82451
4310,1260,1b92be89db4c,4356,onset,4.8430314
4311,1261,1b92be89db4c,47982,onset,8.805853
4312,1262,1b92be89db4c,4365,onset,9.07419
4313,1263,1b92be89db4c,7280,onset,5.9061913
4314,1264,1b92be89db4c,21855,onset,7.1543884
4315,1265,1b92be89db4c,4377,onset,7.697151
4316,1266,1b92be89db4c,4380,onset,4.1375656
4317,1267,1b92be89db4c,4383,onset,6.235502
4318,1268,1b92be89db4c,4386,onset,3.6297193
4319,1269,1b92be89db4c,4389,onset,6.7922893
4320,1270,1b92be89db4c,115656,onset,11.50546
4321,1271,1b92be89db4c,4395,onset,19.522392
4322,1272,1b92be89db4c,1466,onset,1.1223738
4323,1273,1b92be89db4c,145233,onset,16.305946
4324,1274,1b92be89db4c,5876,onset,1.9468635
4325,1275,1b92be89db4c,4410,onset,4.339811
4326,1276,1b92be89db4c,4419,onset,12.803888
4327,1277,1b92be89db4c,4422,onset,34.696156
4328,1278,1b92be89db4c,4425,onset,29.970741
4329,1279,1b92be89db4c,4428,onset,44.134266
4330,1280,1b92be89db4c,4431,onset,44.134266
4331,1281,1b92be89db4c,4434,onset,42.908875
4332,1282,1b92be89db4c,4440,onset,39.50192
4333,1283,1b92be89db4c,4443,onset,37.758545
4334,1284,1b92be89db4c,4446,onset,36.771935
4335,1285,1b92be89db4c,4452,onset,9.416785
4336,1286,1b92be89db4c,4455,onset,9.409718
4337,1287,1b92be89db4c,4458,onset,16.891111
4338,1288,1b92be89db4c,4461,onset,13.5729475
4339,1289,1b92be89db4c,4464,onset,21.387434
4340,1290,1b92be89db4c,4467,onset,21.387438
4341,1291,1b92be89db4c,4470,onset,13.091465
4342,1292,1b92be89db4c,4473,onset,13.091465
4343,1293,1b92be89db4c,4476,onset,12.966397
4344,1294,1b92be89db4c,4479,onset,24.779476
4345,1295,1b92be89db4c,4482,onset,17.469704
4346,1296,1b92be89db4c,4485,onset,3.7975774
4347,1297,1b92be89db4c,4488,onset,2.5841966
4348,1298,1b92be89db4c,4491,onset,0.8314405
4349,1299,1b92be89db4c,4494,onset,0.77024984
4350,1300,1b92be89db4c,4497,onset,7.7634587
4351,1301,1b92be89db4c,4500,onset,31.175306
4352,1302,1b92be89db4c,4503,onset,18.667688
4353,1303,1b92be89db4c,4506,onset,39.33961
4354,1304,1b92be89db4c,4509,onset,21.573835
4355,1305,1b92be89db4c,4512,onset,16.346247
4356,1306,1b92be89db4c,4515,onset,16.377012
4357,1307,1b92be89db4c,4518,onset,30.606462
4358,1308,1b92be89db4c,4521,onset,30.606462
